,0
0,115715889
1,140480049
2,262641637
3,190241310
4,337135885
5,160945505
6,324591735
7,101802906
8,85838210
9,89760956
10,213515506
11,608581744
12,117481222
13,330360194
14,73280117
15,424668047
16,177002924
17,102084362
18,270578425
19,130168683
20,54733739
21,201091711
22,101413188
23,138291365
24,143528619
25,45540830
26,335104314
27,167510016
28,81900459
29,5728940
30,1201434
31,160861908
32,51024708
33,4719928
34,271384731
35,426829839
36,44069456
37,96898818
38,35857181
39,100125643
40,176196665
41,45729221
42,264624300
43,19629760
44,111048468
45,91443253
46,5923044
47,21218403
48,61433527
49,35593113
50,108638745
51,155019340
52,106834564
53,85080171
54,216668042
55,15951040
56,186336279
57,21704844
58,127195589
59,47160000
60,14837422
61,161197785
62,215333122
63,32138862
64,15767460
65,159555901
66,54611903
67,175936671
68,42402632
69,100014699
70,67363237
71,57005601
72,33800000
73,54858851
74,175084580
75,8005980
76,26713187
77,129128133
78,29719483
79,3498782
80,130164645
81,43218387
82,42004346
83,105269730
84,34343574
85,37081475
86,103804407
87,90757863
88,14841338
89,44936545
90,12786053
91,10532219
92,16790790
93,75612460
94,174837452
95,6322000
96,11977130
97,105956290
98,104029443
99,12279691
100,5718096
101,120634935
102,4046429
103,6501381
104,30569484
105,14564027
106,42340598
107,35418723
108,7649973
109,171958438
110,68549695
111,36249674
112,50338485
113,17839115
114,22958886
115,26020957
116,70136369
117,1233694
118,36108758
119,57469467
120,2587072
121,22680962
122,28148130
123,76289
124,83140306
125,15006824
126,110825712
127,3726792
128,45216793
129,135026902
130,9015164
131,95059709
132,66809693
133,24046682
134,46083
135,53267000
136,83315531
137,1075178
138,31090320
139,108498305
140,126373434
141,127352707
142,4184036
143,5137622
144,99215042
145,30316271
146,32935289
147,45055776
148,4665
149,75395035
150,4412170
151,5215062
152,8208
153,53548586
154,25895485
155,25514517
156,21072
157,1533324
158,20545116
159,1270847
160,17493096
161,2294915
162,5958315
163,990230
164,39440655
165,258106
166,34366783
167,904703
168,46840590
169,4102648
170,3448256
171,48791187
172,9651611
173,52096475
174,8803865
175,7362439
176,6046104
177,400209
178,17541090
179,33562069
180,1618497
181,3143056
182,22370452
183,1225852
184,11998
185,29800000
186,20457151
187,4211129
188,25801570
189,2138907
190,77339130
191,7518
