,0
0,89.0
1,86.0
2,54.0
3,64.0
4,77.0
5,70.0
6,79.0
7,93.0
8,8.0
9,62.0
10,90.0
11,88.0
12,39.0
13,69.0
14,71.0
15,90.0
16,81.0
17,91.0
18,88.0
19,64.0
20,61.0
21,65.0
22,69.0
23,42.0
24,22.0
25,10.0
26,62.0
27,67.0
28,97.0
29,81.0
30,75.0
31,33.0
32,68.0
33,25.0
34,70.0
35,56.0
36,32.0
37,53.0
38,31.0
39,67.0
40,88.0
41,82.0
42,86.0
43,82.0
44,39.0
45,51.0
46,92.0
47,89.0
48,89.0
49,84.0
50,83.0
51,85.0
52,63.0
53,78.0
54,38.0
55,92.0
56,92.0
57,73.0
58,60.0
59,68.0
60,68.0
61,48.0
62,57.0
63,82.0
64,69.0
65,96.0
66,70.0
67,78.0
68,74.0
69,12.0
70,95.0
71,90.0
72,76.0
73,92.0
74,67.0
75,77.0
76,80.0
77,98.0
78,77.0
79,81.0
80,89.0
81,41.0
82,42.0
83,26.0
84,85.0
85,100.0
86,23.0
87,40.0
88,26.0
89,91.0
90,68.0
91,97.0
92,45.0
93,76.0
94,81.0
95,81.0
96,85.0
97,20.0
98,11.0
99,71.0
100,91.0
101,88.0
102,86.0
103,96.0
104,88.0
105,88.0
106,13.0
107,68.0
108,37.0
109,91.0
110,86.0
111,67.0
112,84.0
113,35.0
114,86.0
115,18.0
116,82.0
117,93.0
118,92.0
119,84.0
120,32.0
121,45.0
122,91.0
123,89.0
124,64.0
125,34.0
126,58.0
127,0.0
128,87.0
129,43.0
130,67.0
131,84.0
132,54.0
133,66.0
134,72.0
135,69.0
136,81.0
137,50.0
138,81.0
139,91.0
140,85.0
141,64.0
142,92.0
143,64.0
144,77.0
145,63.0
146,24.0
147,79.0
148,62.0
149,98.0
150,24.0
151,21.0
152,25.0
153,89.0
154,83.0
155,74.0
156,92.0
157,29.0
158,88.0
159,96.0
160,72.0
161,84.0
162,10.0
163,82.0
164,83.0
165,79.0
166,62.0
167,24.0
168,90.0
169,14.0
170,52.0
171,82.0
172,87.0
173,89.0
174,42.0
175,79.0
176,72.0
177,46.0
178,86.0
179,51.0
180,34.0
181,16.0
182,58.0
183,55.0
184,8.0
185,80.0
186,95.0
187,33.0
188,58.0
189,55.0
190,27.0
191,91.0
192,77.0
193,82.0
194,13.0
195,88.0
196,96.0
197,99.0
198,63.0
199,63.0
200,92.0
201,18.0
202,85.0
203,51.0
204,95.0
205,85.0
206,78.0
207,60.0
208,59.0
209,77.0
210,79.0
211,12.0
212,97.0
213,33.0
214,66.0
215,82.0
216,19.0
217,64.0
218,95.0
219,48.0
220,51.0
221,86.0
222,23.0
223,58.0
224,82.0
225,83.0
226,83.0
227,88.0
228,41.0
229,93.0
230,43.0
231,58.0
232,71.0
233,98.0
234,57.0
235,79.0
236,82.0
237,50.0
238,82.0
239,69.0
240,72.0
241,93.0
242,99.0
243,21.0
244,31.0
245,35.0
246,30.0
247,89.0
248,71.0
249,49.0
250,95.0
251,51.0
252,89.0
253,29.0
254,82.0
255,90.0
256,53.0
257,87.0
258,89.0
259,40.0
260,94.0
261,5.0
262,98.0
263,9.0
264,99.0
265,42.0
266,90.0
267,0.0
268,96.0
269,92.0
270,80.0
271,67.0
272,95.0
273,68.0
274,11.0
275,82.0
276,62.0
277,39.0
278,59.0
279,64.0
280,91.0
281,88.0
282,93.0
283,43.0
284,79.0
285,79.0
286,87.0
287,39.0
288,100.0
289,33.0
290,22.0
291,88.0
292,81.0
293,84.0
294,17.0
295,80.0
296,70.0
