,0
0,92029184
1,171015687
2,140480049
3,238679850
4,181030624
5,12138565
6,422783777
7,211622525
8,162001186
9,172076928
10,113929605
11,335477657
12,390532085
13,37030102
14,54733739
15,74152591
16,85838210
17,217350219
18,234037575
19,131538435
20,110500138
21,69488745
22,1201434
23,65845974
24,165363234
25,59623958
26,426829839
27,328874981
28,34746945
29,42629776
30,45729221
31,249083
32,46909721
33,28714231
34,200676069
35,63711145
36,69030436
37,22782371
38,265859065
39,39014193
40,27426361
41,60481243
42,36001502
43,4376819
44,41667116
45,158874395
46,93432655
47,17300439
48,243578797
49,61270390
50,126643061
51,133110742
52,57005601
53,10867104
54,1478493
55,119000002
56,33370906
57,28638916
58,108638745
59,96042913
60,68947075
61,85886987
62,62524260
63,32138862
64,121661683
65,45306425
66,68420120
67,80001807
68,75986503
69,50023780
70,26395642
71,67363237
72,60477943
73,10532219
74,61356221
75,200882193
76,6501381
77,40713082
78,175084580
79,54611903
80,22680962
81,103804407
82,42004346
83,7649973
84,35417038
85,30985352
86,83140306
87,29719483
88,39464775
89,50439
90,76289
91,174837452
92,58715510
93,105956290
94,5718096
95,57469467
96,765561
97,252676
98,13414714
99,44806783
100,4046429
101,22260900
102,258106
103,72637803
104,45216793
105,55124043
106,5083
107,25091816
108,104963598
109,70334258
110,1658790
111,33244684
112,30316271
113,59891098
114,300460
115,9277736
116,9651611
117,24704837
118,16790790
119,73286650
120,163577
121,22958886
122,5332621
123,50188370
124,43082155
125,20150241
126,24650296
127,16649539
128,100618344
129,7362439
130,2138907
131,50000000
132,102826543
133,25514517
134,21072
135,14453
136,636673
137,56846802
138,50722
139,549602
140,32720065
141,22395806
142,46083
143,60058
144,1988546
145,1814193
146,2528078
147,3220371
148,77868585
149,22370452
150,2294915
151,15006824
152,496059
153,400209
154,35419122
155,904703
156,31811527
157,6563605
158,20457151
159,2172949
160,45896028
161,8208
162,3448256
163,1618497
164,17185632
165,17541090
166,1588150
167,6708147
168,5215062
169,8297
170,1730597
171,3072605
172,24361867
173,990230
174,1633208
175,11998
176,9039891
177,6788692
178,3143056
179,1876298
180,1115008
181,14856291
182,4535154
183,5050000
184,4665
185,3012615
186,3446749
187,663725
188,101068
189,17695781
190,5979540
191,144201
192,4343227
193,24845
194,1579730
195,14915773
196,1769305
197,44785053
198,55039
199,253184
200,313215
201,17493096
202,10763520
203,9198356
204,12180032
205,1788322
206,1349
207,371784
208,2410914
209,5284284
210,42741
211,262599
212,48017402
213,3292
214,58032443
215,57520
216,1533324
217,441366
218,8803865
219,2000105
220,83891
221,10051659
222,24313888
223,12544
224,11107431
225,13539709
226,319976
227,434702
228,624643
229,291477
230,11901145
231,255599
232,1100313
233,386166
234,5043620
235,4950029
236,547750
237,3902185
238,3703184
239,2410795
240,544098
241,1828784
242,10205616
243,11746
244,1036737
245,151971
246,1050616
247,137260
248,2419031
249,1323312
250,270128
251,1200481
252,1441705
253,17956913
254,19005109
255,1163056
256,126562
257,83305
258,6024
259,4515719
260,2015810
261,10523
262,60794
263,13631124
264,1105717
265,1225852
266,443684
267,129124
268,727119
269,685380
270,13031
271,40685
272,104732
273,4366949
274,7189808
275,323688
276,249083
277,15499454
278,28273
279,1077584
280,76916
281,2150
282,33817
283,302085
284,560592
285,2010613
286,4600000
287,424284
288,14377198
289,1257275
290,199767
291,1534584
292,1635117
293,23862
294,739711
295,20056
296,10232
297,14044
298,158549
299,1037847
300,159218
301,4507
302,557241
303,21250683
304,25678
305,236799
306,70632
307,164346
308,23216862
309,82774
310,809752
311,96713
312,43796
313,55188
314,180608
315,35821
316,1400603
317,20059210
318,364716
319,11146270
320,25084
321,2806359
322,423315812
323,25000
324,322421
325,3190
326,1056416
327,4600249
328,26118851
329,36856
330,87639
331,126562
332,17303
333,282332
334,2846257
335,50168
336,53144
337,354103
338,18779
339,25198598
340,71917
341,14773
342,73236
343,20013
344,784399
345,104806
346,39003
347,145625
348,611644
349,4667
350,47037
351,1581681
352,4067
353,16080
354,19068240
355,573503
356,122587
357,36689
358,1487645
359,52733
360,15007991
361,43037835
362,55007
363,4252657
364,5123
365,12139
366,941414
367,251837
368,732793
369,2479538
370,75331600
371,2160710
372,705274
373,171781
374,9669521
375,14938
376,420177
377,10881
378,3168978
379,569306
380,218563
381,1267301
382,71790
383,10253
384,360931
385,32720065
386,4382
387,289573
388,67343
389,307346
390,210091
391,12050
392,2277396
393,10128
394,149250
395,378405
396,236637
397,297195
398,24808
399,281245
400,80657
401,86858
402,44253
403,57377916
404,11553
405,242734
406,65002597
407,5021751
408,249083
409,582024
410,4672
411,1035388
412,1699
413,121098
414,23481
415,9423445
416,376050
417,19740
418,265102
419,117470
420,1494399
421,99000
422,151507
423,13294
424,76056
425,549386
426,67505
427,25824
428,341221
429,605562
430,163958031
431,201874
432,67505
433,694410
434,21600
435,590671
436,12948
437,27873386
