,0
532,6.8
533,6.5
534,7.3
535,7.6
536,6.2
537,7.5
538,6.3
539,4.5
540,5.6
541,6.0
542,6.4
543,7.3
544,6.5
545,8.6
546,7.0
547,7.1
548,7.8
549,6.9
550,5.5
551,6.6
552,6.5
553,5.9
554,6.3
555,5.7
556,5.9
557,7.2
558,6.6
559,6.6
560,6.3
561,5.8
562,7.1
563,6.4
564,6.2
565,7.0
566,6.0
567,7.4
568,6.8
569,4.9
570,6.9
571,6.5
572,6.9
573,6.1
574,7.3
575,7.6
576,7.3
577,7.4
578,5.5
579,6.2
580,5.2
581,6.6
582,7.4
583,6.1
584,6.1
585,6.9
586,6.8
587,6.4
588,7.8
589,6.6
590,6.4
591,7.3
592,7.6
593,6.5
594,6.8
595,7.3
596,6.5
597,7.5
598,6.0
599,7.4
600,5.1
601,3.1
602,7.0
603,5.4
604,7.2
605,7.1
606,5.8
607,8.2
608,7.0
609,6.1
610,3.9
611,6.1
612,6.8
613,7.1
614,6.8
615,5.6
616,7.3
617,6.2
618,7.5
619,6.3
620,5.8
621,6.4
622,6.8
623,6.8
624,5.8
625,6.6
626,8.2
627,6.4
628,8.2
629,4.8
630,5.6
