,0
532,82.0
533,55.0
534,83.0
535,88.0
536,41.0
537,92.0
538,55.0
539,13.0
540,14.0
541,51.0
542,80.0
543,53.0
544,57.0
545,80.0
546,72.0
547,81.0
548,93.0
549,90.0
550,7.0
551,77.0
552,77.0
553,100.0
554,56.0
555,12.0
556,12.0
557,67.0
558,43.0
559,43.0
560,71.0
561,35.0
562,65.0
563,56.0
564,25.0
565,73.0
566,38.0
567,90.0
568,64.0
569,75.0
570,80.0
571,72.0
572,85.0
573,87.0
574,98.0
575,90.0
576,94.0
577,65.0
578,25.0
579,55.0
580,71.0
581,93.0
582,73.0
583,79.0
584,72.0
585,43.0
586,57.0
587,62.0
588,94.0
589,41.0
590,50.0
591,91.0
592,93.0
593,67.0
594,78.0
595,91.0
596,60.0
597,97.0
598,7.0
599,97.0
600,12.0
601,0.0
602,66.0
603,53.0
604,81.0
605,68.0
606,40.0
607,98.0
608,96.0
609,53.0
610,9.0
611,49.0
612,49.0
613,67.0
614,59.0
615,45.0
616,83.0
617,25.0
618,94.0
619,45.0
620,49.0
621,53.0
622,78.0
623,63.0
624,8.0
625,80.0
626,88.0
627,47.0
628,75.0
629,55.0
630,44.0
